Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Rüti b. Riggisberg;3099;00;1798;Riggisberg;879;BE;95.31%;2601581;1181422;de;01.07.2008
Rüti b. Riggisberg;3099;00;1798;Rüeggisberg;880;BE;3.95%;2600872;1174741;de;01.07.2008
Rüti b. Riggisberg;3099;00;1798;Rüschegg;853;BE;0.74%;2600078;1175358;de;01.07.2008
Münsingen;3110;00;1799;Münsingen;616;BE;100%;2609208;1191422;de;01.07.2008
Tägertschi;3111;00;2055;Münsingen;616;BE;100%;2611098;1191713;de;01.07.2008
Allmendingen b. Bern;3112;00;1800;Allmendingen;630;BE;96.56%;2606282;1196058;de;01.07.2008
Allmendingen b. Bern;3112;00;1800;Rubigen;623;BE;3.44%;2607199;1195290;de;01.07.2008
Rubigen;3113;00;5491;Rubigen;623;BE;98.89%;2608007;1194115;de;01.07.2008
Rubigen;3113;00;5491;Worb;627;BE;1.12%;2609159;1195655;de;01.07.2008
Wichtrach;3114;00;1803;Wichtrach;632;BE;99.50%;2610323;1188146;de;01.07.2008
Wichtrach;3114;00;1803;Kiesen;611;BE;0.50%;2610644;1186265;de;01.07.2008
Gerzensee;3115;00;1804;Gerzensee;866;BE;96.21%;2608031;1187705;de;01.07.2008
Gerzensee;3115;00;1804;Belp;861;BE;2.24%;2607759;1190507;de;01.07.2008
Gerzensee;3115;00;1804;Kirchdorf (BE);872;BE;1.54%;2606887.986;1187012.355;de;01.07.2008
Kirchdorf BE;3116;00;1807;Kirchdorf (BE);872;BE;100%;2608328;1185432;de;01.07.2008
Mühledorf BE;3116;02;5931;Kirchdorf (BE);872;BE;100%;2607565;1186393;de;01.07.2008
Noflen BE;3116;03;5932;Kirchdorf (BE);872;BE;100%;2608126;1183873;de;01.07.2008
Kehrsatz;3122;00;1813;Kehrsatz;870;BE;98.79%;2602305;1195624;de;01.07.2008
Kehrsatz;3122;00;1813;Belp;861;BE;1.21%;2603139;1194064;de;01.07.2008
Belp;3123;00;1814;Belp;861;BE;99.70%;2604813;1193429;de;01.07.2008
Belp;3123;00;1814;Kehrsatz;870;BE;0.18%;2603277;1194679;de;01.07.2008
Belp;3123;00;1814;Toffen;884;BE;0.12%;2604226;1191660;de;01.07.2008
Belpberg;3124;00;1815;Belp;861;BE;100%;2606608;1190704;de;01.07.2008
Toffen;3125;00;1816;Toffen;884;BE;92.33%;2604131;1189894;de;01.07.2008
Toffen;3125;00;1816;Belp;861;BE;6.65%;2605099;1189915;de;01.07.2008
Toffen;3125;00;1816;Kirchdorf (BE);872;BE;1.02%;2605142.409;1189394.173;de;01.07.2008
Kaufdorf;3126;00;1817;Kaufdorf;869;BE;100%;2604533;1187449;de;01.07.2008
Gelterfingen;3126;02;1862;Kirchdorf (BE);872;BE;100%;2606117;1187744;de;01.07.2008
Mühlethurnen;3127;00;1819;Thurnen;889;BE;100%;2605449;1184829;de;01.07.2008
Lohnstorf;3127;02;5930;Thurnen;889;BE;100%;2605409;1184098;de;01.07.2008
Kirchenthurnen;3128;00;1822;Thurnen;889;BE;100%;2604871;1185806;de;01.07.2008
Rümligen;3128;02;5933;Riggisberg;879;BE;100%;2604312;1186430;de;01.07.2008
Riggisberg;3132;00;1823;Riggisberg;879;BE;99.38%;2602988;1184376;de;01.07.2008
Riggisberg;3132;00;1823;Rüeggisberg;880;BE;0.62%;2602834.57;1185524.669;de;01.07.2008
Gasel;3144;00;1831;Köniz;355;BE;100%;2597154;1194079;de;01.07.2008
Niederscherli;3145;00;1832;Köniz;355;BE;99.77%;2596374;1192535;de;01.07.2008
Niederscherli;3145;00;1832;Oberbalm;357;BE;0.23%;2596114;1192363;de;01.07.2008
Mittelhäusern;3147;00;1833;Köniz;355;BE;98.10%;2594604;1191489;de;01.07.2008
Mittelhäusern;3147;00;1833;Oberbalm;357;BE;1.90%;2596070;1189323;de;01.07.2008
Lanzenhäusern;3148;00;1834;Schwarzenburg;855;BE;100%;2593823;1188120;de;01.07.2008
Schwarzenburg;3150;00;1835;Schwarzenburg;855;BE;99.70%;2592642;1185178;de;01.07.2008
Schwarzenburg;3150;00;1835;Guggisberg;852;BE;0.30%;2592936;1182786;de;01.07.2008
Mamishaus;3152;00;1836;Schwarzenburg;855;BE;99.71%;2595249;1185007;de;01.07.2008
Mamishaus;3152;00;1836;Rüschegg;853;BE;0.29%;2596953;1183900;de;01.07.2008
Rüschegg Gambach;3153;00;1837;Rüschegg;853;BE;100%;2595466;1180638;de;01.07.2008
Rüschegg Heubach;3154;00;1838;Rüschegg;853;BE;88.82%;2597422;1181010;de;01.07.2008
Rüschegg Heubach;3154;00;1838;Rüeggisberg;880;BE;9.29%;2598580;1182093;de;01.07.2008
Rüschegg Heubach;3154;00;1838;Schwarzenburg;855;BE;1.89%;2597091;1183476;de;01.07.2008
Helgisried-Rohrbach;3155;00;1840;Rüeggisberg;880;BE;100%;2598759;1184543;de;01.07.2008
Riffenmatt;3156;00;1841;Guggisberg;852;BE;78.29%;2592948;1179396;de;01.07.2008
Riffenmatt;3156;00;1841;Rüschegg;853;BE;21.71%;2595816;1177488;de;01.07.2008
Milken;3157;00;1843;Schwarzenburg;855;BE;81.67%;2594149;1182678;de;01.07.2008
Milken;3157;00;1843;Guggisberg;852;BE;16.94%;2593219;1181648;de;01.07.2008
Milken;3157;00;1843;Rüschegg;853;BE;1.39%;2594310.787;1181447.98;de;01.07.2008
Guggisberg;3158;00;1844;Guggisberg;852;BE;100%;2590899;1178922;de;01.07.2008
Riedstätt;3159;00;1846;Guggisberg;852;BE;100%;2591388;1181616;de;01.07.2008
Niederwangen b. Bern;3172;00;1847;Köniz;355;BE;99.65%;2595240;1197171;de;01.07.2008
Niederwangen b. Bern;3172;00;1847;Bern;351;BE;0.35%;2595614;1197721;de;01.07.2008
Oberwangen b. Bern;3173;00;1848;Köniz;355;BE;100%;2593971;1195833;de;01.07.2008
Thörishaus;3174;00;1849;Köniz;355;BE;58.67%;2593667;1194167;de;01.07.2008
Thörishaus;3174;00;1849;Neuenegg;670;BE;41.33%;2592927;1193597;de;01.07.2008
Flamatt;3175;00;1850;Wünnewil-Flamatt;2309;FR;99.88%;2590893;1193240;de;01.07.2008
Flamatt;3175;00;1850;Ueberstorf;2308;FR;0.12%;2590401;1192939;de;01.07.2008
Neuenegg;3176;00;1851;Neuenegg;670;BE;100%;2589872;1193928;de;01.07.2008
Laupen BE;3177;00;1852;Laupen;667;BE;97.30%;2584833;1194999;de;01.07.2008
Laupen BE;3177;00;1852;Neuenegg;670;BE;2.01%;2586130;1195630;de;01.07.2008
Laupen BE;3177;00;1852;Ferenbalm;662;BE;0.69%;2584289;1196569;de;01.07.2008
Bösingen;3178;00;1853;Bösingen;2295;FR;100%;2584176;1193658;de;01.07.2008
Kriechenwil;3179;00;1854;Kriechenwil;666;BE;98.49%;2583513;1195561;de;01.07.2008
Kriechenwil;3179;00;1854;Gurmels;2262;FR;1.51%;2582311;1196298;de;01.07.2008
Ueberstorf;3182;00;1856;Ueberstorf;2308;FR;99.26%;2591004;1190854;de;01.07.2008
Ueberstorf;3182;00;1856;Tafers;2306;FR;0.63%;2588396;1189244;de;01.07.2008
Ueberstorf;3182;00;1856;Schmitten (FR);2305;FR;0.11%;2588118;1189257;de;01.07.2008
Albligen;3183;00;1857;Schwarzenburg;855;BE;100%;2590899;1189040;de;01.07.2008
Wünnewil;3184;00;1858;Wünnewil-Flamatt;2309;FR;99.47%;2587648;1191298;de;01.07.2008
Wünnewil;3184;00;1858;Bösingen;2295;FR;0.53%;2587188;1193254;de;01.07.2008
Schmitten FR;3185;00;5489;Schmitten (FR);2305;FR;97.40%;2585428;1189243;de;01.07.2008
Schmitten FR;3185;00;5489;Bösingen;2295;FR;1.86%;2584995;1190688;de;01.07.2008
Schmitten FR;3185;00;5489;Tafers;2306;FR;0.56%;2586947;1188177;de;01.07.2008
Schmitten FR;3185;00;5489;Wünnewil-Flamatt;2309;FR;0.19%;2586491.79;1190317.791;de;01.07.2008
Düdingen;3186;00;1861;Düdingen;2293;FR;100%;2581160;1188561;de;01.07.2008
Frauenkappelen;3202;00;1863;Frauenkappelen;663;BE;89.03%;2592259;1200348;de;01.07.2008
Frauenkappelen;3202;00;1863;Mühleberg;668;BE;10.97%;2589344;1200028;de;01.07.2008
Mühleberg;3203;00;1864;Mühleberg;668;BE;100%;2587023;1200953;de;01.07.2008
Rosshäusern;3204;00;1866;Mühleberg;668;BE;75.38%;2588281;1198363;de;01.07.2008
Rosshäusern;3204;00;1866;Neuenegg;670;BE;24.62%;2587343;1196445;de;01.07.2008
Gümmenen;3205;00;1867;Mühleberg;668;BE;76.83%;2586009;1199191;de;01.07.2008
Gümmenen;3205;00;1867;Ferenbalm;662;BE;21.27%;2584610;1199105;de;01.07.2008
Gümmenen;3205;00;1867;Gurmels;2262;FR;1.90%;2584411;1198187;de;01.07.2008
Rizenbach;3206;00;1869;Ferenbalm;662;BE;100%;2583854;1199201;de;01.07.2008
Ferenbalm;3206;01;9061;Ferenbalm;662;BE;100%;2582959;1200612;de;01.07.2008
Wallenbuch;3206;02;5955;Gurmels;2262;FR;100%;2583688;1197594;de;01.07.2008
Biberen;3206;03;9062;Ferenbalm;662;BE;100%;2582732;1198760;de;01.07.2008
Gammen;3206;04;9063;Ferenbalm;662;BE;100%;2583905;1196629;de;01.07.2008
Wileroltigen;3207;00;1871;Wileroltigen;671;BE;92.65%;2584806;1202215;de;01.07.2008
Wileroltigen;3207;00;1871;Ferenbalm;662;BE;6.07%;2584574;1200856;de;01.07.2008
Wileroltigen;3207;00;1871;Kerzers;2265;FR;1.28%;2584059;1203146;de;01.07.2008
Golaten;3207;02;5922;Kallnach;304;BE;96.25%;2584888;1204000;de;01.07.2008
Golaten;3207;02;5922;Kerzers;2265;FR;3.75%;2584172;1203584;de;01.07.2008
Gurbrü;3208;00;1872;Gurbrü;665;BE;100%;2583028;1201505;de;01.07.2008
Kerzers;3210;00;1874;Kerzers;2265;FR;98.93%;2581741;1202630;de;01.07.2008
Kerzers;3210;00;1874;Ried bei Kerzers;2276;FR;0.51%;2581393;1201592;de;01.07.2008
Kerzers;3210;00;1874;Gurbrü;665;BE;0.56%;2581516;1201306;de;01.07.2008
Gurmels;3212;00;1885;Gurmels;2262;FR;100%;2579914;1193451;de;01.07.2008
Kleingurmels;3212;02;5953;Gurmels;2262;FR;97.53%;2580628;1192705;de;01.07.2008
Kleingurmels;3212;02;5953;Courtepin;2254;FR;2.47%;2580677;1192356;de;01.07.2008
Liebistorf;3213;00;1883;Gurmels;2262;FR;100%;2581199;1195088;de;01.07.2008
Kleinbösingen;3213;02;5952;Kleinbösingen;2266;FR;100%;2581557;1193194;de;01.07.2008
Ulmiz;3214;00;1882;Gurmels;2262;FR;100%;2581734;1198064;de;01.07.2008
Gempenach;3215;00;1881;Murten;2275;FR;100%;2581517;1198908;de;01.07.2008
Büchslen;3215;02;5950;Murten;2275;FR;100%;2580330;1199380;de;01.07.2008
Lurtigen;3215;03;5954;Murten;2275;FR;100%;2579729;1197526;de;01.07.2008
Ried b. Kerzers;3216;00;1880;Ried bei Kerzers;2276;FR;100%;2580778;1200709;de;01.07.2008
Agriswil;3216;02;5948;Ried bei Kerzers;2276;FR;100%;2581673;1200385;de;01.07.2008
Müntschemier;3225;00;1886;Müntschemier;498;BE;100%;2577584;1204999;de;01.07.2008
Treiten;3226;00;1887;Treiten;500;BE;93.51%;2578899;1206459;de;01.07.2008
Treiten;3226;00;1887;Kallnach;304;BE;6.49%;2580178;1205657;de;01.07.2008
Ins;3232;00;1888;Ins;496;BE;99.70%;2574607;1206070;de;01.07.2008
Ins;3232;00;1888;Erlach;492;BE;0.30%;2573808;1208187;de;01.07.2008
Tschugg;3233;00;1893;Tschugg;501;BE;99.35%;2572411;1208416;de;01.07.2008
Tschugg;3233;00;1893;Erlach;492;BE;0.65%;2573689.128;1209062.347;de;01.07.2008
Vinelz;3234;00;1894;Vinelz;502;BE;100%;2575153;1209208;de;01.07.2008
Erlach;3235;00;1895;Erlach;492;BE;91.90%;2574036;1210203;de;01.07.2008
Erlach;3235;00;1895;Twann-Tüscherz;756;BE;5.84%;2576421;1211985;de;01.07.2008
Erlach;3235;00;1895;Gals;494;BE;2.26%;2572957;1210018;de;01.07.2008
Gampelen;3236;00;1896;Gampelen;495;BE;90.55%;2570882;1206903;de;01.07.2008
Gampelen;3236;00;1896;Ins;496;BE;8.37%;2571235;1203988;de;01.07.2008
Gampelen;3236;00;1896;Mont-Vully;2284;FR;0.95%;2572163;1202325;de;01.07.2008
Gampelen;3236;00;1896;Laténa;6513;NE;0.14%;2569532.844;1203308.77;de;01.07.2008
Brüttelen;3237;00;1481;Brüttelen;491;BE;100%;2577833;1207952;de;01.07.2008
Gals;3238;00;1329;Gals;494;BE;100%;2570234;1208456;de;01.07.2008
Lyss;3250;00;1897;Lyss;306;BE;99.06%;2590032;1213688;de;01.07.2008
Lyss;3250;00;1897;Kappelen;305;BE;0.91%;2588894;1213328;de;01.07.2008
Lyss;3250;00;1897;Aarberg;301;BE;0.03%;2590027.931;1211507.01;de;01.07.2008
Wengi b. Büren;3251;00;1901;Wengi;394;BE;99.53%;2596441;1214883;de;01.07.2008
Wengi b. Büren;3251;00;1901;Rapperswil (BE);310;BE;0.47%;2597992.377;1214285.643;de;01.07.2008
Ruppoldsried;3251;02;5911;Rapperswil (BE);310;BE;100%;2598986;1215165;de;01.07.2008
Worben;3252;00;1902;Worben;755;BE;97.19%;2589201;1216774;de;01.07.2008
Worben;3252;00;1902;Kappelen;305;BE;2.81%;2588916;1215575;de;01.07.2008
Schnottwil;3253;00;1903;Schnottwil;2461;SO;100%;2596367;1217722;de;01.07.2008
Messen;3254;00;1905;Messen;2457;SO;92.42%;2600536;1215611;de;01.07.2008
Messen;3254;00;1905;Rapperswil (BE);310;BE;7.58%;2599813;1215972;de;01.07.2008
Balm b. Messen;3254;02;5957;Messen;2457;SO;100%;2599426;1216981;de;01.07.2008
Rapperswil BE;3255;00;1906;Rapperswil (BE);310;BE;100%;2597633;1212623;de;01.07.2008
Dieterswil;3256;00;1908;Rapperswil (BE);310;BE;100%;2599171;1211465;de;01.07.2008
Bangerten b. Dieterswil;3256;02;5907;Rapperswil (BE);310;BE;100%;2600612;1211683;de;01.07.2008
Seewil;3256;03;8348;Rapperswil (BE);310;BE;100%;2597690;1210742;de;01.07.2008
Grossaffoltern;3257;00;1909;Grossaffoltern;303;BE;99.71%;2594046;1212936;de;01.07.2008
Grossaffoltern;3257;00;1909;Wengi;394;BE;0.29%;2595843;1214408;de;01.07.2008
Ammerzwil BE;3257;01;1910;Grossaffoltern;303;BE;100%;2592631;1213276;de;01.07.2008
Suberg;3262;00;1911;Grossaffoltern;303;BE;100%;2592466;1211913;de;01.07.2008
Büetigen;3263;00;1912;Büetigen;382;BE;100%;2592590;1217128;de;01.07.2008
Diessbach b. Büren;3264;00;1913;Diessbach bei Büren;385;BE;100%;2594074;1217446;de;01.07.2008
Wiler b. Seedorf;3266;00;1914;Seedorf (BE);312;BE;100%;2590932;1210808;de;01.07.2008
Seedorf BE;3267;00;1915;Seedorf (BE);312;BE;99.68%;2590568;1208978;de;01.07.2008
Seedorf BE;3267;00;1915;Aarberg;301;BE;0.32%;2589162;1209793;de;01.07.2008
Lobsigen;3268;00;1916;Seedorf (BE);312;BE;100%;2589157;1208132;de;01.07.2008
Aarberg;3270;00;1917;Aarberg;301;BE;99.82%;2587625;1210450;de;01.07.2008
Aarberg;3270;00;1917;Seedorf (BE);312;BE;0.18%;2587659;1208916;de;01.07.2008
Radelfingen b. Aarberg;3271;00;1918;Radelfingen;309;BE;100%;2587487;1207877;de;01.07.2008
Walperswil;3272;00;1920;Walperswil;754;BE;100%;2584048;1212157;de;01.07.2008
Epsach;3272;02;5924;Epsach;735;BE;100%;2583223;1213087;de;01.07.2008
Kappelen;3273;00;1921;Kappelen;305;BE;98.69%;2586951;1212309;de;01.07.2008
Kappelen;3273;00;1921;Aarberg;301;BE;1.31%;2587429;1211730;de;01.07.2008
Hermrigen;3274;00;1924;Hermrigen;737;BE;100%;2585192;1214548;de;01.07.2008
Bühl b. Aarberg;3274;02;5923;Bühl;734;BE;100%;2585207;1213248;de;01.07.2008
Merzligen;3274;03;5925;Merzligen;741;BE;100%;2585622;1215334;de;01.07.2008
Murten;3280;00;1927;Murten;2275;FR;96.32%;2575741;1197279;de;01.07.2008
Murten;3280;00;1927;Courgevaux;2250;FR;3.50%;2574849;1196239;de;01.07.2008
Murten;3280;00;1927;Meyriez;2271;FR;0.18%;2575116;1197093;de;01.07.2008
Meyriez;3280;02;1928;Meyriez;2271;FR;100%;2574730;1196893;de;01.07.2008
Greng;3280;04;5951;Greng;2261;FR;95.80%;2573425;1195985;de;01.07.2008
Greng;3280;04;5951;Murten;2275;FR;4.20%;2574000;1196112;de;01.07.2008
Bargen BE;3282;00;1929;Bargen (BE);302;BE;100%;2586558;1209770;de;01.07.2008
Kallnach;3283;00;1931;Kallnach;304;BE;98.45%;2584507;1207788;de;01.07.2008
Kallnach;3283;00;1931;Bargen (BE);302;BE;1.55%;2584194;1209416;de;01.07.2008
Niederried b. Kallnach;3283;02;5895;Kallnach;304;BE;100%;2585484;1206626;de;01.07.2008
Fräschels;3284;00;1932;Fräschels;2258;FR;100%;2582494;1205137;de;01.07.2008
Galmiz;3285;00;1933;Murten;2275;FR;100%;2578551;1199802;de;01.07.2008
Muntelier;3286;00;1934;Muntelier;2274;FR;100%;2576329;1198535;de;01.07.2008
Busswil BE;3292;00;1935;Lyss;306;BE;100%;2591300;1216588;de;01.09.2011
Dotzigen;3293;00;1936;Dotzigen;386;BE;100%;2592579;1218721;de;01.07.2008
Büren an der Aare;3294;00;1938;Büren an der Aare;383;BE;99.50%;2594997;1221027;de;01.07.2008
Büren an der Aare;3294;00;1938;Dotzigen;386;BE;0.50%;2593744;1220552;de;01.07.2008
Meienried;3294;02;5897;Meienried;389;BE;100%;2592410;1220903;de;01.07.2008
Rüti b. Büren;3295;00;1940;Rüti bei Büren;393;BE;100%;2597496;1222273;de;01.07.2008
Arch;3296;00;1941;Arch;381;BE;100%;2599254;1223926;de;01.07.2008
Leuzigen;3297;00;1942;Leuzigen;388;BE;100%;2601421;1224851;de;01.07.2008
Oberwil b. Büren;3298;00;1943;Oberwil bei Büren;391;BE;100%;2597615;1219784;de;01.07.2008
Moosseedorf;3302;00;1944;Moosseedorf;544;BE;100%;2603432;1206962;de;01.07.2008
Jegenstorf;3303;00;1946;Jegenstorf;540;BE;100%;2605088;1211095;de;01.07.2008
Münchringen;3303;02;5910;Jegenstorf;540;BE;100%;2606231;1210431;de;01.07.2008
Zuzwil BE;3303;03;1968;Zuzwil (BE);557;BE;100%;2602480;1211230;de;01.07.2008
Ballmoos;3303;04;5906;Jegenstorf;540;BE;100%;2602648;1209984;de;01.07.2008
Iffwil;3305;00;1969;Iffwil;541;BE;100%;2603041;1212566;de;01.07.2008
Scheunen;3305;02;5912;Jegenstorf;540;BE;100%;2601408;1213102;de;01.07.2008
Etzelkofen;3306;00;1970;Fraubrunnen;538;BE;100%;2603019;1214971;de;01.07.2008
Brunnenthal;3307;00;1971;Messen;2457;SO;100%;2602244;1215072;de;01.07.2008
Grafenried;3308;00;1948;Fraubrunnen;538;BE;100%;2605311;1214152;de;01.07.2008
Kernenried;3309;00;1972;Kernenried;411;BE;100%;2608366;1213497;de;01.07.2008
Zauggenried;3309;02;5914;Fraubrunnen;538;BE;100%;2607816;1213680;de;01.07.2008
Fraubrunnen;3312;00;1949;Fraubrunnen;538;BE;100%;2606610;1214982;de;01.07.2008
Büren zum Hof;3313;00;1950;Fraubrunnen;538;BE;100%;2605753;1215989;de;01.07.2008
Schalunen;3314;00;1951;Fraubrunnen;538;BE;89.87%;2606696;1217746;de;01.07.2008
Schalunen;3314;00;1951;Bätterkinden;533;BE;10.14%;2606957;1218080;de;01.07.2008
Bätterkinden;3315;00;1952;Bätterkinden;533;BE;100%;2607545;1220030;de;01.07.2008
Kräiligen;3315;01;1953;Bätterkinden;533;BE;100%;2607146;1221818;de;01.07.2008
Limpach;3317;00;1973;Fraubrunnen;538;BE;100%;2604307;1217529;de;01.07.2008
Mülchi;3317;01;1974;Fraubrunnen;538;BE;100%;2602974;1216644;de;01.07.2008
Urtenen-Schönbühl;3322;00;1956;Urtenen-Schönbühl;551;BE;94.77%;2604654;1207932;de;01.07.2008
Urtenen-Schönbühl;3322;00;1956;Moosseedorf;544;BE;5.11%;2604516;1206847;de;01.07.2008
Urtenen-Schönbühl;3322;00;1956;Mattstetten;543;BE;0.13%;2605739;1207575;de;01.07.2008
Mattstetten;3322;01;1957;Mattstetten;543;BE;100%;2605640;1208777;de;01.07.2008
Bäriswil BE;3323;00;1958;Bäriswil;403;BE;100%;2606809;1207625;de;01.07.2008
Hindelbank;3324;00;1960;Hindelbank;409;BE;99.29%;2607791;1210417;de;01.07.2008
Hindelbank;3324;00;1960;Lyssach;415;BE;0.71%;2609013;1211641;de;01.07.2008
Mötschwil;3324;02;5900;Hindelbank;409;BE;100%;2609860;1210888;de;01.07.2008
Hettiswil b. Hindelbank;3325;00;1962;Krauchthal;414;BE;93.43%;2608921;1208930;de;01.07.2008
Hettiswil b. Hindelbank;3325;00;1962;Hindelbank;409;BE;6.57%;2610282;1209880;de;01.07.2008
Krauchthal;3326;00;1963;Krauchthal;414;BE;98.85%;2609378;1206307;de;01.07.2008
Krauchthal;3326;00;1963;Bolligen;352;BE;1.15%;2607391;1205096;de;01.07.2008
Herzogenbuchsee;3360;00;1975;Herzogenbuchsee;979;BE;99.96%;2620294;1226489;de;01.07.2008
Herzogenbuchsee;3360;00;1975;Thörigen;989;BE;0.04%;2621060;1225812;de;01.07.2008
Niederönz;3362;00;1988;Niederönz;982;BE;100%;2619152;1226190;de;01.07.2008
Oberönz;3363;00;1989;Herzogenbuchsee;979;BE;100%;2619387;1225610;de;01.07.2008
Grasswil;3365;00;1992;Seeberg;988;BE;99.81%;2617520;1221436;de;01.07.2008
Grasswil;3365;00;1992;Aeschi (SO);2511;SO;0.19%;2618937;1222462;de;01.07.2008
Seeberg;3365;02;1991;Seeberg;988;BE;100%;2617251;1222799;de;01.07.2008
Bettenhausen;3366;00;1995;Bettenhausen;973;BE;100%;2620810;1224726;de;01.07.2008
Bollodingen;3366;02;5939;Bettenhausen;973;BE;100%;2620630;1224130;de;01.07.2008
Thörigen;3367;00;1997;Thörigen;989;BE;100%;2621913;1224834;de;01.07.2008
Ochlenberg;3367;02;5940;Ochlenberg;985;BE;100%;2622986;1222582;de;01.07.2008
Bleienbach;3368;00;1998;Bleienbach;324;BE;98.53%;2624081;1225969;de;01.07.2008
Bleienbach;3368;00;1998;Lotzwil;331;BE;1.47%;2624670;1226629;de;01.07.2008
Wanzwil;3372;00;1984;Heimenhausen;977;BE;100%;2619236;1227750;de;01.07.2008
Röthenbach Herzogenbuchsee;3373;00;1986;Heimenhausen;977;BE;100%;2618430;1228180;de;01.07.2008
Heimenhausen;3373;02;1985;Heimenhausen;977;BE;100%;2619759;1228755;de;01.07.2008
Wangenried;3374;00;1987;Wangen an der Aare;992;BE;100%;2616499;1229797;de;01.07.2008
Inkwil;3375;00;2753;Inkwil;980;BE;100%;2617710;1227635;de;01.07.2008
Graben;3376;00;1983;Graben;976;BE;100%;2621445;1229889;de;01.07.2008
Berken;3376;02;5938;Berken;972;BE;100%;2620478;1230506;de;01.07.2008
Walliswil b. Wangen;3377;00;2838;Walliswil bei Wangen;991;BE;100%;2618424;1231079;de;01.07.2008
Wangen an der Aare;3380;00;2837;Wangen an der Aare;992;BE;94.59%;2616175;1231328;de;01.07.2008
Wangen an der Aare;3380;00;2837;Wiedlisbach;995;BE;5.41%;2616437;1231989;de;01.07.2008
Walliswil b. Niederbipp;3380;02;5686;Walliswil bei Niederbipp;990;BE;100%;2619100;1231728;de;01.07.2008
Burgdorf;3400;00;1999;Burgdorf;404;BE;95.23%;2613761;1211833;de;01.07.2008
Burgdorf;3400;00;1999;Kirchberg (BE);412;BE;4.77%;2614046;1212985;de;01.07.2008
Heimiswil;3412;00;2005;Heimiswil;407;BE;100%;2616777;1212058;de;01.07.2008
Kaltacker;3413;00;2006;Heimiswil;407;BE;95.05%;2617533;1213871;de;01.07.2008
Kaltacker;3413;00;2006;Affoltern im Emmental;951;BE;3.89%;2619850;1214049;de;01.07.2008
Kaltacker;3413;00;2006;Burgdorf;404;BE;1.06%;2615866;1213119;de;01.07.2008
Oberburg;3414;00;2007;Oberburg;418;BE;80.96%;2613984;1209192;de;01.07.2008
Oberburg;3414;00;2007;Burgdorf;404;BE;15.76%;2614526;1209831;de;01.07.2008
Oberburg;3414;00;2007;Lützelflüh;955;BE;3.28%;2611641;1205204;de;01.07.2008
Hasle b. Burgdorf;3415;01;6259;Hasle bei Burgdorf;406;BE;100%;2616002;1207176;de;01.07.2008
Schafhausen im Emmental;3415;02;2070;Hasle bei Burgdorf;406;BE;99.65%;2616129;1204631;de;01.07.2008
Schafhausen im Emmental;3415;02;2070;Walkringen;626;BE;0.35%;2615098.63;1203487.12;de;01.07.2008
Rüegsauschachen;3415;03;6258;Rüegsau;956;BE;87.17%;2616862;1207503;de;01.07.2008
Rüegsauschachen;3415;03;6258;Lützelflüh;955;BE;10.82%;2617233;1207058;de;01.07.2008
Rüegsauschachen;3415;03;6258;Heimiswil;407;BE;2.01%;2616017;1208748;de;01.07.2008
Affoltern im Emmental;3416;00;2009;Affoltern im Emmental;951;BE;92.09%;2622197;1212788;de;01.07.2008
Affoltern im Emmental;3416;00;2009;Heimiswil;407;BE;3.45%;2621137;1214317;de;01.07.2008
Affoltern im Emmental;3416;00;2009;Sumiswald;957;BE;3.45%;2622110;1211204;de;01.07.2008
Affoltern im Emmental;3416;00;2009;Rüegsau;956;BE;1.01%;2620698;1212778;de;01.07.2008
Rüegsau;3417;00;2010;Rüegsau;956;BE;100%;2617792;1208263;de;01.07.2008
Rüegsbach;3418;00;2011;Rüegsau;956;BE;86.81%;2619624;1210075;de;01.07.2008
Rüegsbach;3418;00;2011;Heimiswil;407;BE;11.46%;2619498;1211729;de;01.07.2008
Rüegsbach;3418;00;2011;Lützelflüh;955;BE;1.39%;2620995;1210439;de;01.07.2008
Rüegsbach;3418;00;2011;Affoltern im Emmental;951;BE;0.35%;2621130;1211638;de;01.07.2008
Biembach im Emmental;3419;00;2012;Hasle bei Burgdorf;406;BE;87.27%;2614178;1205336;de;01.07.2008
Biembach im Emmental;3419;00;2012;Lützelflüh;955;BE;12.73%;2612406;1204398;de;01.07.2008
Lyssach;3421;00;2014;Lyssach;415;BE;89.23%;2610819;1212937;de;01.07.2008
Lyssach;3421;00;2014;Oberburg;418;BE;9.60%;2611774;1211050;de;01.07.2008
Lyssach;3421;00;2014;Hindelbank;409;BE;1.17%;2610597;1211070;de;01.07.2008
Rüti b. Lyssach;3421;02;5903;Rüti bei Lyssach;422;BE;100%;2610789;1211641;de;01.07.2008
Kirchberg BE;3422;00;2015;Kirchberg (BE);412;BE;99.70%;2611227;1214974;de;01.07.2008
Kirchberg BE;3422;00;2015;Ersigen;405;BE;0.30%;2611379;1215768;de;01.07.2008
Rüdtligen;3422;01;2016;Rüdtligen-Alchenflüh;420;BE;100%;2609616;1215603;de;01.07.2008
Alchenflüh;3422;02;2017;Rüdtligen-Alchenflüh;420;BE;99.76%;2610593;1214803;de;01.07.2008
Alchenflüh;3422;02;2017;Lyssach;415;BE;0.24%;2610391.806;1214126.01;de;01.07.2008
Ersigen;3423;00;2018;Ersigen;405;BE;100%;2612295;1215866;de;01.07.2008
